type,normal,mc_without_assertion,mc_with_assertion,test_case,tx_id
CREATE_ACCOUNT,255974,282950,333731,"[Invalid Match] Trade same side",7
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Invalid Match] Trade same side",8
DEPOSIT,263906,282157,342460,"[Invalid Match] Trade same side",9
TRANSFER,285330,298819,364676,"[Invalid Match] Trade same side",10
CREATE_ACCOUNT,255974,282950,333731,"[Invalid Match] Trade same side",11
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Invalid Match] Trade same side",12
DEPOSIT,263906,282157,342460,"[Invalid Match] Trade same side",13
TRANSFER,285330,298819,364676,"[Invalid Match] Trade same side",14
CREATE_ACCOUNT,255974,282950,333731,"[Invalid Match] Trade same side",15
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Invalid Match] Trade same side",16
DEPOSIT,263906,282157,342460,"[Invalid Match] Trade same side",17
TRANSFER,285330,298819,364676,"[Invalid Match] Trade same side",18
CREATE_ACCOUNT,255974,282950,333731,"[Invalid Match] Trade same side",19
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Invalid Match] Trade same side",20
DEPOSIT,263906,282157,342460,"[Invalid Match] Trade same side",21
TRANSFER,285330,298819,364676,"[Invalid Match] Trade same side",22
INITIALIZE_CONFIG,556694,578116,655083,"[Invalid Match] Trade against same subaccount",1
SCHEDULE_CONFIG,292471,305961,371024,"[Invalid Match] Trade against same subaccount",2
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"[Invalid Match] Trade against same subaccount",3
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"[Invalid Match] Trade against same subaccount",4
SET_CONFIG,536063,553520,614615,"[Invalid Match] Trade against same subaccount",5
MARK_PRICE_TICK,319449,334525,405937,"[Invalid Match] Trade against same subaccount",6
CREATE_ACCOUNT,255974,282950,333731,"[Invalid Match] Trade against same subaccount",7
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Invalid Match] Trade against same subaccount",8
DEPOSIT,263906,282157,342460,"[Invalid Match] Trade against same subaccount",9
TRANSFER,285330,298819,364676,"[Invalid Match] Trade against same subaccount",10
CREATE_ACCOUNT,255974,282950,333731,"[Invalid Match] Trade against same subaccount",11
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Invalid Match] Trade against same subaccount",12
DEPOSIT,263906,282157,342460,"[Invalid Match] Trade against same subaccount",13
TRANSFER,285330,298819,364676,"[Invalid Match] Trade against same subaccount",14
CREATE_ACCOUNT,255974,282950,333731,"[Invalid Match] Trade against same subaccount",15
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Invalid Match] Trade against same subaccount",16
DEPOSIT,263906,282157,342460,"[Invalid Match] Trade against same subaccount",17
TRANSFER,285330,298819,364676,"[Invalid Match] Trade against same subaccount",18
CREATE_ACCOUNT,255974,282950,333731,"[Invalid Match] Trade against same subaccount",19
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Invalid Match] Trade against same subaccount",20
DEPOSIT,263906,282157,342460,"[Invalid Match] Trade against same subaccount",21
TRANSFER,285330,298819,364676,"[Invalid Match] Trade against same subaccount",22
INITIALIZE_CONFIG,556694,578116,655083,"[Invalid Match] State machine is rolled back after invalid match",1
SCHEDULE_CONFIG,292471,305961,371024,"[Invalid Match] State machine is rolled back after invalid match",2
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"[Invalid Match] State machine is rolled back after invalid match",3
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"[Invalid Match] State machine is rolled back after invalid match",4
SET_CONFIG,536063,553520,614615,"[Invalid Match] State machine is rolled back after invalid match",5
MARK_PRICE_TICK,319449,334525,405937,"[Invalid Match] State machine is rolled back after invalid match",6
CREATE_ACCOUNT,255974,282950,333731,"[Invalid Match] State machine is rolled back after invalid match",7
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Invalid Match] State machine is rolled back after invalid match",8
DEPOSIT,263906,282157,342460,"[Invalid Match] State machine is rolled back after invalid match",9
TRANSFER,285330,298819,364676,"[Invalid Match] State machine is rolled back after invalid match",10
CREATE_ACCOUNT,255974,282950,333731,"[Invalid Match] State machine is rolled back after invalid match",11
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Invalid Match] State machine is rolled back after invalid match",12
DEPOSIT,263906,282157,342460,"[Invalid Match] State machine is rolled back after invalid match",13
TRANSFER,285330,298819,364676,"[Invalid Match] State machine is rolled back after invalid match",14
CREATE_ACCOUNT,255974,282950,333731,"[Invalid Match] State machine is rolled back after invalid match",15
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Invalid Match] State machine is rolled back after invalid match",16
DEPOSIT,263906,282157,342460,"[Invalid Match] State machine is rolled back after invalid match",17
TRANSFER,285330,298819,364676,"[Invalid Match] State machine is rolled back after invalid match",18
CREATE_ACCOUNT,255974,282950,333731,"[Invalid Match] State machine is rolled back after invalid match",19
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Invalid Match] State machine is rolled back after invalid match",20
DEPOSIT,263906,282157,342460,"[Invalid Match] State machine is rolled back after invalid match",21
TRANSFER,285330,298819,364676,"[Invalid Match] State machine is rolled back after invalid match",22
INITIALIZE_CONFIG,556694,578116,655083,"[NoFee, NoMargin] Negative total value (taker)",1
SCHEDULE_CONFIG,292471,305961,371024,"[NoFee, NoMargin] Negative total value (taker)",2
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"[NoFee, NoMargin] Negative total value (taker)",3
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"[NoFee, NoMargin] Negative total value (taker)",4
SET_CONFIG,536063,553520,614615,"[NoFee, NoMargin] Negative total value (taker)",5
MARK_PRICE_TICK,319449,334525,405937,"[NoFee, NoMargin] Negative total value (taker)",6
CREATE_ACCOUNT,255974,282950,333731,"[NoFee, NoMargin] Negative total value (taker)",7
CREATE_SUB_ACCOUNT,268668,284537,348014,"[NoFee, NoMargin] Negative total value (taker)",8
DEPOSIT,263906,282157,342460,"[NoFee, NoMargin] Negative total value (taker)",9
TRANSFER,285330,298819,364676,"[NoFee, NoMargin] Negative total value (taker)",10
CREATE_ACCOUNT,255974,282950,333731,"[NoFee, NoMargin] Negative total value (taker)",11
CREATE_SUB_ACCOUNT,268668,284537,348014,"[NoFee, NoMargin] Negative total value (taker)",12
DEPOSIT,263906,282157,342460,"[NoFee, NoMargin] Negative total value (taker)",13
TRANSFER,285330,298819,364676,"[NoFee, NoMargin] Negative total value (taker)",14
CREATE_ACCOUNT,255974,282950,333731,"[NoFee, NoMargin] Negative total value (taker)",15
CREATE_SUB_ACCOUNT,268668,284537,348014,"[NoFee, NoMargin] Negative total value (taker)",16
DEPOSIT,263906,282157,342460,"[NoFee, NoMargin] Negative total value (taker)",17
TRANSFER,285330,298819,364676,"[NoFee, NoMargin] Negative total value (taker)",18
CREATE_ACCOUNT,255974,282950,333731,"[NoFee, NoMargin] Negative total value (taker)",19
CREATE_SUB_ACCOUNT,268668,284537,348014,"[NoFee, NoMargin] Negative total value (taker)",20
DEPOSIT,263906,282157,342460,"[NoFee, NoMargin] Negative total value (taker)",21
TRANSFER,285330,298819,364676,"[NoFee, NoMargin] Negative total value (taker)",22
TRADE,584464,605887,673331,"[NoFee, NoMargin] Negative total value (taker)",23
MARK_PRICE_TICK,249626,284537,328970,"[NoFee, NoMargin] Negative total value (taker)",24
INITIALIZE_CONFIG,556694,578116,655083,"[NoFee, NoMargin] Negative total value (maker)",1
SCHEDULE_CONFIG,292471,305961,371024,"[NoFee, NoMargin] Negative total value (maker)",2
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"[NoFee, NoMargin] Negative total value (maker)",3
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"[NoFee, NoMargin] Negative total value (maker)",4
SET_CONFIG,536063,553520,614615,"[NoFee, NoMargin] Negative total value (maker)",5
MARK_PRICE_TICK,319449,334525,405937,"[NoFee, NoMargin] Negative total value (maker)",6
CREATE_ACCOUNT,255974,282950,333731,"[NoFee, NoMargin] Negative total value (maker)",7
CREATE_SUB_ACCOUNT,268668,284537,348014,"[NoFee, NoMargin] Negative total value (maker)",8
DEPOSIT,263906,282157,342460,"[NoFee, NoMargin] Negative total value (maker)",9
TRANSFER,285330,298819,364676,"[NoFee, NoMargin] Negative total value (maker)",10
CREATE_ACCOUNT,255974,282950,333731,"[NoFee, NoMargin] Negative total value (maker)",11
CREATE_SUB_ACCOUNT,268668,284537,348014,"[NoFee, NoMargin] Negative total value (maker)",12
DEPOSIT,263906,282157,342460,"[NoFee, NoMargin] Negative total value (maker)",13
TRANSFER,285330,298819,364676,"[NoFee, NoMargin] Negative total value (maker)",14
CREATE_ACCOUNT,255974,282950,333731,"[NoFee, NoMargin] Negative total value (maker)",15
CREATE_SUB_ACCOUNT,268668,284537,348014,"[NoFee, NoMargin] Negative total value (maker)",16
DEPOSIT,263906,282157,342460,"[NoFee, NoMargin] Negative total value (maker)",17
TRANSFER,285330,298819,364676,"[NoFee, NoMargin] Negative total value (maker)",18
CREATE_ACCOUNT,255974,282950,333731,"[NoFee, NoMargin] Negative total value (maker)",19
CREATE_SUB_ACCOUNT,268668,284537,348014,"[NoFee, NoMargin] Negative total value (maker)",20
DEPOSIT,263906,282157,342460,"[NoFee, NoMargin] Negative total value (maker)",21
TRANSFER,285330,298819,364676,"[NoFee, NoMargin] Negative total value (maker)",22
TRADE,584464,605887,673331,"[NoFee, NoMargin] Negative total value (maker)",23
MARK_PRICE_TICK,249626,284537,328970,"[NoFee, NoMargin] Negative total value (maker)",24
INITIALIZE_CONFIG,556694,578116,655083,"[NoFee, NoMargin] Negative total value (maker, taker AON)",1
SCHEDULE_CONFIG,292471,305961,371024,"[NoFee, NoMargin] Negative total value (maker, taker AON)",2
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"[NoFee, NoMargin] Negative total value (maker, taker AON)",3
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"[NoFee, NoMargin] Negative total value (maker, taker AON)",4
SET_CONFIG,536063,553520,614615,"[NoFee, NoMargin] Negative total value (maker, taker AON)",5
MARK_PRICE_TICK,319449,334525,405937,"[NoFee, NoMargin] Negative total value (maker, taker AON)",6
CREATE_ACCOUNT,255974,282950,333731,"[NoFee, NoMargin] Negative total value (maker, taker AON)",7
CREATE_SUB_ACCOUNT,268668,284537,348014,"[NoFee, NoMargin] Negative total value (maker, taker AON)",8
DEPOSIT,263906,282157,342460,"[NoFee, NoMargin] Negative total value (maker, taker AON)",9
TRANSFER,285330,298819,364676,"[NoFee, NoMargin] Negative total value (maker, taker AON)",10
CREATE_ACCOUNT,255974,282950,333731,"[NoFee, NoMargin] Negative total value (maker, taker AON)",11
CREATE_SUB_ACCOUNT,268668,284537,348014,"[NoFee, NoMargin] Negative total value (maker, taker AON)",12
DEPOSIT,263906,282157,342460,"[NoFee, NoMargin] Negative total value (maker, taker AON)",13
TRANSFER,285330,298819,364676,"[NoFee, NoMargin] Negative total value (maker, taker AON)",14
CREATE_ACCOUNT,255974,282950,333731,"[NoFee, NoMargin] Negative total value (maker, taker AON)",15
CREATE_SUB_ACCOUNT,268668,284537,348014,"[NoFee, NoMargin] Negative total value (maker, taker AON)",16
DEPOSIT,263906,282157,342460,"[NoFee, NoMargin] Negative total value (maker, taker AON)",17
TRANSFER,285330,298819,364676,"[NoFee, NoMargin] Negative total value (maker, taker AON)",18
CREATE_ACCOUNT,255974,282950,333731,"[NoFee, NoMargin] Negative total value (maker, taker AON)",19
CREATE_SUB_ACCOUNT,268668,284537,348014,"[NoFee, NoMargin] Negative total value (maker, taker AON)",20
DEPOSIT,263906,282157,342460,"[NoFee, NoMargin] Negative total value (maker, taker AON)",21
TRANSFER,285330,298819,364676,"[NoFee, NoMargin] Negative total value (maker, taker AON)",22
TRADE,768546,794730,863761,"[NoFee, NoMargin] Negative total value (maker, taker AON)",23
MARK_PRICE_TICK,249626,284537,328970,"[NoFee, NoMargin] Negative total value (maker, taker AON)",24
INITIALIZE_CONFIG,556694,578116,655083,"[NoFee, NoMargin] Negative total value (maker, taker FOK)",1
SCHEDULE_CONFIG,292471,305961,371024,"[NoFee, NoMargin] Negative total value (maker, taker FOK)",2
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"[NoFee, NoMargin] Negative total value (maker, taker FOK)",3
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"[NoFee, NoMargin] Negative total value (maker, taker FOK)",4
SET_CONFIG,536063,553520,614615,"[NoFee, NoMargin] Negative total value (maker, taker FOK)",5
MARK_PRICE_TICK,319449,334525,405937,"[NoFee, NoMargin] Negative total value (maker, taker FOK)",6
CREATE_ACCOUNT,255974,282950,333731,"[NoFee, NoMargin] Negative total value (maker, taker FOK)",7
CREATE_SUB_ACCOUNT,268668,284537,348014,"[NoFee, NoMargin] Negative total value (maker, taker FOK)",8
DEPOSIT,263906,282157,342460,"[NoFee, NoMargin] Negative total value (maker, taker FOK)",9
TRANSFER,285330,298819,364676,"[NoFee, NoMargin] Negative total value (maker, taker FOK)",10
CREATE_ACCOUNT,255974,282950,333731,"[NoFee, NoMargin] Negative total value (maker, taker FOK)",11
CREATE_SUB_ACCOUNT,268668,284537,348014,"[NoFee, NoMargin] Negative total value (maker, taker FOK)",12
DEPOSIT,263906,282157,342460,"[NoFee, NoMargin] Negative total value (maker, taker FOK)",13
TRANSFER,285330,298819,364676,"[NoFee, NoMargin] Negative total value (maker, taker FOK)",14
CREATE_ACCOUNT,255974,282950,333731,"[NoFee, NoMargin] Negative total value (maker, taker FOK)",15
CREATE_SUB_ACCOUNT,268668,284537,348014,"[NoFee, NoMargin] Negative total value (maker, taker FOK)",16
DEPOSIT,263906,282157,342460,"[NoFee, NoMargin] Negative total value (maker, taker FOK)",17
TRANSFER,285330,298819,364676,"[NoFee, NoMargin] Negative total value (maker, taker FOK)",18
CREATE_ACCOUNT,255974,282950,333731,"[NoFee, NoMargin] Negative total value (maker, taker FOK)",19
CREATE_SUB_ACCOUNT,268668,284537,348014,"[NoFee, NoMargin] Negative total value (maker, taker FOK)",20
DEPOSIT,263906,282157,342460,"[NoFee, NoMargin] Negative total value (maker, taker FOK)",21
TRANSFER,285330,298819,364676,"[NoFee, NoMargin] Negative total value (maker, taker FOK)",22
TRADE,768546,794730,863761,"[NoFee, NoMargin] Negative total value (maker, taker FOK)",23
MARK_PRICE_TICK,249626,284537,328970,"[NoFee, NoMargin] Negative total value (maker, taker FOK)",24
INITIALIZE_CONFIG,556694,578116,655083,"[Invalid Order] Signer has trade permission, but signature expired (taker)",1
SCHEDULE_CONFIG,292471,305961,371024,"[Invalid Order] Signer has trade permission, but signature expired (taker)",2
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"[Invalid Order] Signer has trade permission, but signature expired (taker)",3
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"[Invalid Order] Signer has trade permission, but signature expired (taker)",4
SET_CONFIG,536063,553520,614615,"[Invalid Order] Signer has trade permission, but signature expired (taker)",5
MARK_PRICE_TICK,319449,334525,405937,"[Invalid Order] Signer has trade permission, but signature expired (taker)",6
CREATE_ACCOUNT,255974,282950,333731,"[Invalid Order] Signer has trade permission, but signature expired (taker)",7
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Invalid Order] Signer has trade permission, but signature expired (taker)",8
DEPOSIT,263906,282157,342460,"[Invalid Order] Signer has trade permission, but signature expired (taker)",9
TRANSFER,285330,298819,364676,"[Invalid Order] Signer has trade permission, but signature expired (taker)",10
CREATE_ACCOUNT,255974,282950,333731,"[Invalid Order] Signer has trade permission, but signature expired (taker)",11
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Invalid Order] Signer has trade permission, but signature expired (taker)",12
DEPOSIT,263906,282157,342460,"[Invalid Order] Signer has trade permission, but signature expired (taker)",13
TRANSFER,285330,298819,364676,"[Invalid Order] Signer has trade permission, but signature expired (taker)",14
CREATE_ACCOUNT,255974,282950,333731,"[Invalid Order] Signer has trade permission, but signature expired (taker)",15
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Invalid Order] Signer has trade permission, but signature expired (taker)",16
DEPOSIT,263906,282157,342460,"[Invalid Order] Signer has trade permission, but signature expired (taker)",17
TRANSFER,285330,298819,364676,"[Invalid Order] Signer has trade permission, but signature expired (taker)",18
CREATE_ACCOUNT,255974,282950,333731,"[Invalid Order] Signer has trade permission, but signature expired (taker)",19
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Invalid Order] Signer has trade permission, but signature expired (taker)",20
DEPOSIT,263906,282157,342460,"[Invalid Order] Signer has trade permission, but signature expired (taker)",21
TRANSFER,285330,298819,364676,"[Invalid Order] Signer has trade permission, but signature expired (taker)",22
INITIALIZE_CONFIG,556694,578116,655083,"[Invalid Order] Signer has trade permission, but signature expired (maker)",1
SCHEDULE_CONFIG,292471,305961,371024,"[Invalid Order] Signer has trade permission, but signature expired (maker)",2
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"[Invalid Order] Signer has trade permission, but signature expired (maker)",3
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"[Invalid Order] Signer has trade permission, but signature expired (maker)",4
SET_CONFIG,536063,553520,614615,"[Invalid Order] Signer has trade permission, but signature expired (maker)",5
MARK_PRICE_TICK,319449,334525,405937,"[Invalid Order] Signer has trade permission, but signature expired (maker)",6
CREATE_ACCOUNT,255974,282950,333731,"[Invalid Order] Signer has trade permission, but signature expired (maker)",7
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Invalid Order] Signer has trade permission, but signature expired (maker)",8
DEPOSIT,263906,282157,342460,"[Invalid Order] Signer has trade permission, but signature expired (maker)",9
TRANSFER,285330,298819,364676,"[Invalid Order] Signer has trade permission, but signature expired (maker)",10
CREATE_ACCOUNT,255974,282950,333731,"[Invalid Order] Signer has trade permission, but signature expired (maker)",11
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Invalid Order] Signer has trade permission, but signature expired (maker)",12
DEPOSIT,263906,282157,342460,"[Invalid Order] Signer has trade permission, but signature expired (maker)",13
TRANSFER,285330,298819,364676,"[Invalid Order] Signer has trade permission, but signature expired (maker)",14
CREATE_ACCOUNT,255974,282950,333731,"[Invalid Order] Signer has trade permission, but signature expired (maker)",15
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Invalid Order] Signer has trade permission, but signature expired (maker)",16
DEPOSIT,263906,282157,342460,"[Invalid Order] Signer has trade permission, but signature expired (maker)",17
TRANSFER,285330,298819,364676,"[Invalid Order] Signer has trade permission, but signature expired (maker)",18
CREATE_ACCOUNT,255974,282950,333731,"[Invalid Order] Signer has trade permission, but signature expired (maker)",19
